;capacity_booking_status;capacity_commercial_type;capacity_type;data_set;direction_key;flow_status;general_remarks;id;indicator;interruption_type;is_cam_relevant;is_n_a;is_unlimited;item_remarks;last_update_date_time;operator_key;operator_label;original_period_from;period_from;period_to;period_type;point_key;point_label;restoration_information;tso_eic_code;tso_item_identifier;unit;value
501;;Booked;Firm;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001VTP-00029exitUnplannedFirmBookedkWh/d;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;VTP-00029;Zeebrugge Beach;No unplanned interruption;21X-BE-A-A0A0A-Y;21Z0000000000090;kWh/d;
502;;N/A;Firm;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001VTP-00029exitPlannedFirmN/AkWh/d;;Planned;;;;No planned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;VTP-00029;Zeebrugge Beach;No planned interruption foreseen;21X-BE-A-A0A0A-Y;21Z0000000000090;kWh/d;0.0
503;;N/A;Firm;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001VTP-00029exitUnplannedFirmN/AkWh/d;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;VTP-00029;Zeebrugge Beach;No unplanned interruption;21X-BE-A-A0A0A-Y;21Z0000000000090;kWh/d;0.0
504;;Booked;Firm;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001VTP-00029entryPlannedFirmBookedkWh/h;;Planned;;;;No planned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;VTP-00029;Zeebrugge Beach;No planned interruption foreseen;21X-BE-A-A0A0A-Y;21Z0000000000090;kWh/h;
505;;Booked;Firm;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001VTP-00029entryUnplannedFirmBookedkWh/h;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;VTP-00029;Zeebrugge Beach;No unplanned interruption;21X-BE-A-A0A0A-Y;21Z0000000000090;kWh/h;
506;;N/A;Firm;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001VTP-00029entryPlannedFirmN/AkWh/h;;Planned;;;;No planned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;VTP-00029;Zeebrugge Beach;No planned interruption foreseen;21X-BE-A-A0A0A-Y;21Z0000000000090;kWh/h;0.0
507;;N/A;Firm;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001VTP-00029entryUnplannedFirmN/AkWh/h;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;VTP-00029;Zeebrugge Beach;No unplanned interruption;21X-BE-A-A0A0A-Y;21Z0000000000090;kWh/h;0.0
508;;Booked;Firm;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001VTP-00029exitPlannedFirmBookedkWh/h;;Planned;;;;No planned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;VTP-00029;Zeebrugge Beach;No planned interruption foreseen;21X-BE-A-A0A0A-Y;21Z0000000000090;kWh/h;
509;;Booked;Firm;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001VTP-00029exitUnplannedFirmBookedkWh/h;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;VTP-00029;Zeebrugge Beach;No unplanned interruption;21X-BE-A-A0A0A-Y;21Z0000000000090;kWh/h;
510;;N/A;Firm;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001VTP-00029exitPlannedFirmN/AkWh/h;;Planned;;;;No planned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;VTP-00029;Zeebrugge Beach;No planned interruption foreseen;21X-BE-A-A0A0A-Y;21Z0000000000090;kWh/h;0.0
511;;N/A;Firm;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001VTP-00029exitUnplannedFirmN/AkWh/h;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;VTP-00029;Zeebrugge Beach;No unplanned interruption;21X-BE-A-A0A0A-Y;21Z0000000000090;kWh/h;0.0
512;;Booked;Firm;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00147entryUnplannedFirmBookedkWh/d;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00147;Blaregnies (H) (BE) / Taisnières (H) (FR) (Troll);No unplanned interruption;21X-BE-A-A0A0A-Y;21Z000000000010F;kWh/d;
513;;N/A;Firm;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00147entryUnplannedFirmN/AkWh/d;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00147;Blaregnies (H) (BE) / Taisnières (H) (FR) (Troll);No unplanned interruption;21X-BE-A-A0A0A-Y;21Z000000000010F;kWh/d;0.0
514;;Booked;Firm;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00147exitUnplannedFirmBookedkWh/d;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00147;Blaregnies (H) (BE) / Taisnières (H) (FR) (Troll);No unplanned interruption;21X-BE-A-A0A0A-Y;21Z000000000010F;kWh/d;
515;;N/A;Firm;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00147exitUnplannedFirmN/AkWh/d;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00147;Blaregnies (H) (BE) / Taisnières (H) (FR) (Troll);No unplanned interruption;21X-BE-A-A0A0A-Y;21Z000000000010F;kWh/d;0.0
516;;Booked;Firm;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00147entryUnplannedFirmBookedkWh/h;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00147;Blaregnies (H) (BE) / Taisnières (H) (FR) (Troll);No unplanned interruption;21X-BE-A-A0A0A-Y;21Z000000000010F;kWh/h;
517;;N/A;Firm;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00147entryUnplannedFirmN/AkWh/h;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00147;Blaregnies (H) (BE) / Taisnières (H) (FR) (Troll);No unplanned interruption;21X-BE-A-A0A0A-Y;21Z000000000010F;kWh/h;0.0
518;;Booked;Firm;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00147exitUnplannedFirmBookedkWh/h;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00147;Blaregnies (H) (BE) / Taisnières (H) (FR) (Troll);No unplanned interruption;21X-BE-A-A0A0A-Y;21Z000000000010F;kWh/h;
519;;N/A;Firm;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00147exitUnplannedFirmN/AkWh/h;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00147;Blaregnies (H) (BE) / Taisnières (H) (FR) (Troll);No unplanned interruption;21X-BE-A-A0A0A-Y;21Z000000000010F;kWh/h;0.0
520;;Booked;Firm;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00115entryPlannedFirmBookedkWh/d;;Planned;;;;No planned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00115;Blaregnies L (BE) / Taisnières B (FR);No planned interruption foreseen;21X-BE-A-A0A0A-Y;21Z000000000011D;kWh/d;
521;;Booked;Firm;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00115entryUnplannedFirmBookedkWh/d;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00115;Blaregnies L (BE) / Taisnières B (FR);No unplanned interruption;21X-BE-A-A0A0A-Y;21Z000000000011D;kWh/d;
522;;N/A;Firm;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00115entryPlannedFirmN/AkWh/d;;Planned;;;;No planned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00115;Blaregnies L (BE) / Taisnières B (FR);No planned interruption foreseen;21X-BE-A-A0A0A-Y;21Z000000000011D;kWh/d;0.0
523;;N/A;Firm;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00115entryUnplannedFirmN/AkWh/d;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00115;Blaregnies L (BE) / Taisnières B (FR);No unplanned interruption;21X-BE-A-A0A0A-Y;21Z000000000011D;kWh/d;0.0
524;;Booked;Firm;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00115exitPlannedFirmBookedkWh/d;;Planned;;;;No planned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00115;Blaregnies L (BE) / Taisnières B (FR);No planned interruption foreseen;21X-BE-A-A0A0A-Y;21Z000000000011D;kWh/d;
525;;Booked;Firm;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00115exitUnplannedFirmBookedkWh/d;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00115;Blaregnies L (BE) / Taisnières B (FR);No unplanned interruption;21X-BE-A-A0A0A-Y;21Z000000000011D;kWh/d;
526;;N/A;Firm;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00115exitPlannedFirmN/AkWh/d;;Planned;;;;No planned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00115;Blaregnies L (BE) / Taisnières B (FR);No planned interruption foreseen;21X-BE-A-A0A0A-Y;21Z000000000011D;kWh/d;0.0
527;;N/A;Firm;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00115exitUnplannedFirmN/AkWh/d;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00115;Blaregnies L (BE) / Taisnières B (FR);No unplanned interruption;21X-BE-A-A0A0A-Y;21Z000000000011D;kWh/d;0.0
528;;Booked;Firm;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00115entryPlannedFirmBookedkWh/h;;Planned;;;;No planned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00115;Blaregnies L (BE) / Taisnières B (FR);No planned interruption foreseen;21X-BE-A-A0A0A-Y;21Z000000000011D;kWh/h;
529;;Booked;Firm;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00115entryUnplannedFirmBookedkWh/h;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00115;Blaregnies L (BE) / Taisnières B (FR);No unplanned interruption;21X-BE-A-A0A0A-Y;21Z000000000011D;kWh/h;
530;;N/A;Firm;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00115entryPlannedFirmN/AkWh/h;;Planned;;;;No planned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00115;Blaregnies L (BE) / Taisnières B (FR);No planned interruption foreseen;21X-BE-A-A0A0A-Y;21Z000000000011D;kWh/h;0.0
531;;N/A;Firm;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00115entryUnplannedFirmN/AkWh/h;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00115;Blaregnies L (BE) / Taisnières B (FR);No unplanned interruption;21X-BE-A-A0A0A-Y;21Z000000000011D;kWh/h;0.0
532;;Booked;Firm;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00115exitPlannedFirmBookedkWh/h;;Planned;;;;No planned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00115;Blaregnies L (BE) / Taisnières B (FR);No planned interruption foreseen;21X-BE-A-A0A0A-Y;21Z000000000011D;kWh/h;
533;;Booked;Firm;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00115exitUnplannedFirmBookedkWh/h;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00115;Blaregnies L (BE) / Taisnières B (FR);No unplanned interruption;21X-BE-A-A0A0A-Y;21Z000000000011D;kWh/h;
534;;N/A;Firm;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00115exitPlannedFirmN/AkWh/h;;Planned;;;;No planned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00115;Blaregnies L (BE) / Taisnières B (FR);No planned interruption foreseen;21X-BE-A-A0A0A-Y;21Z000000000011D;kWh/h;0.0
535;;N/A;Firm;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00115exitUnplannedFirmN/AkWh/h;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00115;Blaregnies L (BE) / Taisnières B (FR);No unplanned interruption;21X-BE-A-A0A0A-Y;21Z000000000011D;kWh/h;0.0
536;;Booked;Firm;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00114entryUnplannedFirmBookedkWh/d;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00114;Blaregnies (BE) / Taisnières (H) (FR) (Segeo);No unplanned interruption;21X-BE-A-A0A0A-Y;21Z000000000012B;kWh/d;
537;;N/A;Firm;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00114entryUnplannedFirmN/AkWh/d;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00114;Blaregnies (BE) / Taisnières (H) (FR) (Segeo);No unplanned interruption;21X-BE-A-A0A0A-Y;21Z000000000012B;kWh/d;0.0
538;;Booked;Firm;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00114exitUnplannedFirmBookedkWh/d;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00114;Blaregnies (BE) / Taisnières (H) (FR) (Segeo);No unplanned interruption;21X-BE-A-A0A0A-Y;21Z000000000012B;kWh/d;
539;;N/A;Firm;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00114exitUnplannedFirmN/AkWh/d;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00114;Blaregnies (BE) / Taisnières (H) (FR) (Segeo);No unplanned interruption;21X-BE-A-A0A0A-Y;21Z000000000012B;kWh/d;0.0
540;;Booked;Firm;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00114entryUnplannedFirmBookedkWh/h;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00114;Blaregnies (BE) / Taisnières (H) (FR) (Segeo);No unplanned interruption;21X-BE-A-A0A0A-Y;21Z000000000012B;kWh/h;
541;;N/A;Firm;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00114entryUnplannedFirmN/AkWh/h;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00114;Blaregnies (BE) / Taisnières (H) (FR) (Segeo);No unplanned interruption;21X-BE-A-A0A0A-Y;21Z000000000012B;kWh/h;0.0
542;;Booked;Firm;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00114exitUnplannedFirmBookedkWh/h;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00114;Blaregnies (BE) / Taisnières (H) (FR) (Segeo);No unplanned interruption;21X-BE-A-A0A0A-Y;21Z000000000012B;kWh/h;
543;;N/A;Firm;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00114exitUnplannedFirmN/AkWh/h;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00114;Blaregnies (BE) / Taisnières (H) (FR) (Segeo);No unplanned interruption;21X-BE-A-A0A0A-Y;21Z000000000012B;kWh/h;0.0
544;;Booked;Firm;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00112entryPlannedFirmBookedkWh/d;;Planned;;;;No planned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00112;Eynatten 1 (BE) // Lichtenbusch / Raeren (DE);No planned interruption foreseen;21X-BE-A-A0A0A-Y;21Z0000000000155;kWh/d;
545;;Booked;Firm;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00112entryUnplannedFirmBookedkWh/d;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00112;Eynatten 1 (BE) // Lichtenbusch / Raeren (DE);No unplanned interruption;21X-BE-A-A0A0A-Y;21Z0000000000155;kWh/d;
546;;N/A;Firm;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00112entryPlannedFirmN/AkWh/d;;Planned;;;;No planned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00112;Eynatten 1 (BE) // Lichtenbusch / Raeren (DE);No planned interruption foreseen;21X-BE-A-A0A0A-Y;21Z0000000000155;kWh/d;0.0
547;;N/A;Firm;5;entry;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00112entryUnplannedFirmN/AkWh/d;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00112;Eynatten 1 (BE) // Lichtenbusch / Raeren (DE);No unplanned interruption;21X-BE-A-A0A0A-Y;21Z0000000000155;kWh/d;0.0
548;;Booked;Firm;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00112exitPlannedFirmBookedkWh/d;;Planned;;;;No planned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00112;Eynatten 1 (BE) // Lichtenbusch / Raeren (DE);No planned interruption foreseen;21X-BE-A-A0A0A-Y;21Z0000000000155;kWh/d;
549;;Booked;Firm;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00112exitUnplannedFirmBookedkWh/d;;Unplanned;;;;No unplanned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00112;Eynatten 1 (BE) // Lichtenbusch / Raeren (DE);No unplanned interruption;21X-BE-A-A0A0A-Y;21Z0000000000155;kWh/d;
550;;N/A;Firm;5;exit;;;52017-01-01 03:00:00 +00:002019-01-01 03:00:00 +00:0021X-BE-A-A0A0A-YBE-TSO-0001ITP-00112exitPlannedFirmN/AkWh/d;;Planned;;;;No planned interruption of Firm capacity;2018-01-22T11:32:31+01:00;BE-TSO-0001;Fluxys Belgium;;2017-01-01T04:00:00+01:00;2019-01-01T04:00:00+01:00;;ITP-00112;Eynatten 1 (BE) // Lichtenbusch / Raeren (DE);No planned interruption foreseen;21X-BE-A-A0A0A-Y;21Z0000000000155;kWh/d;0.0
